央视,#genre#
凤凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8
凤凰资讯,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
凤凰中文,https://k44991.kylintv.tv/live/pxna_iphone.m3u8
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰中文,http://146.56.153.245:20121/bysid/258
凤凰资讯,http://146.56.153.245:20121/bysid/257
凤凰中文,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226547/index.m3u8$LR•IPV4『线路9』
凤凰中文,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236260/index.m3u8$LR•IPV4『线路2』
凤凰资讯,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236197/index.m3u8$LR•IPV4『线路2』
凤凰资讯,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226546/index.m3u8$LR•IPV4『线路8』

东森新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv152
东森新闻,http://litv.zapi.us.kg/?id=4gtv-4gtv152

闽镜新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv075
民视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv002
民视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv155
中视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv040
华视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv041
台视闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv066
寰宇闽南,https://litv.zapi.us.kg/?id=litv-longturn15
TVBS闽南,https://litv.zapi.us.kg/?id=4gtv-4gtv073
民视第一,https://litv.zapi.us.kg/?id=4gtv-4gtv003
台视财经,https://litv.zapi.us.kg/?id=4gtv-4gtv056
公视戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv042
闽南戏剧,https://litv.zapi.us.kg/?id=litv-longturn22
国际财经,https://litv.zapi.us.kg/?id=4gtv-4gtv104
东森财经,https://litv.zapi.us.kg/?id=4gtv-4gtv153
爱尔达娱乐,https://litv.zapi.us.kg/?id=4gtv-4gtv070
靖洋戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv045

靖天综合,https://litv.zapi.us.kg/?id=4gtv-4gtv046
靖天日本,https://litv.zapi.us.kg/?id=4gtv-4gtv047
靖天欢乐,https://litv.zapi.us.kg/?id=4gtv-4gtv054
靖天映画,https://litv.zapi.us.kg/?id=4gtv-4gtv055
靖天戏剧,https://litv.zapi.us.kg/?id=4gtv-4gtv058
靖天电影,https://litv.zapi.us.kg/?id=4gtv-4gtv061
靖天育乐,https://litv.zapi.us.kg/?id=4gtv-4gtv062
靖天国际,https://litv.zapi.us.kg/?id=4gtv-4gtv063
靖天资讯,https://litv.zapi.us.kg/?id=4gtv-4gtv065

龙华卡通,https://litv.zapi.us.kg/?id=litv-longturn01
龙华日韩,https://litv.zapi.us.kg/?id=litv-longturn11
龙华偶像,https://litv.zapi.us.kg/?id=litv-longturn12
龙华电影,https://litv.zapi.us.kg/?id=litv-longturn03
龙华戏剧,https://litv.zapi.us.kg/?id=litv-longturn18
龙华经典,https://litv.zapi.us.kg/?id=litv-longturn21
国会壹,https://litv.zapi.us.kg/?id=4gtv-4gtv084
国会贰,https://litv.zapi.us.kg/?id=4gtv-4gtv085
好消息壹,https://litv.zapi.us.kg/?id=litv-ftv16
好消息贰,https://litv.zapi.us.kg/?id=litv-ftv17

阿里郎,https://litv.zapi.us.kg/?id=4gtv-4gtv079
达文西,https://litv.zapi.us.kg/?id=4gtv-4gtv018
猪哥亮歌厅,https://litv.zapi.us.kg/?id=4gtv-4gtv006
亚洲旅游,https://litv.zapi.us.kg/?id=litv-longturn17
非凡商业,https://litv.zapi.us.kg/?id=4gtv-4gtv048
第壹商业,https://litv.zapi.us.kg/?id=4gtv-4gtv109
爱放动漫,https://litv.zapi.us.kg/?id=litv-ftv15
古典音乐,https://litv.zapi.us.kg/?id=4gtv-4gtv059
客家电视,https://litv.zapi.us.kg/?id=4gtv-4gtv043
华仁纪实,https://litv.zapi.us.kg/?id=4gtv-4gtv013
时尚运动,https://litv.zapi.us.kg/?id=4gtv-4gtv014
生活英语,https://litv.zapi.us.kg/?id=litv-longturn20
采昌影剧,https://litv.zapi.us.kg/?id=4gtv-4gtv049
SMArt知识,https://litv.zapi.us.kg/?id=litv-longturn19
GLO-Bet,https://litv.zapi.us.kg/?id=4gtv-4gtv016
TRACEU,https://litv.zapi.us.kg/?id=4gtv-4gtv082
MEZZOl,https://litv.zapi.us.kg/?id=4gtv-4gtv083
Ginx_TV,https://litv.zapi.us.kg/?id=4gtv-4gtv053

体育,#genre#
天元围棋,http://43.138.11.122/cq/yh.php?id=G_TIANYUANWQ
精品体育,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225674/1.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
睛彩竞技,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8
睛彩竞技,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
睛彩篮球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
睛彩篮球,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
五星体育,http://61.173.144.157:9901/tsfile/live/1010_1.m3u8
五星体育,http://223.166.234.114:7777/tsfile/live/1030_1.m3u8
五星体育,http://223.166.234.149:7777/tsfile/live/1030_1.m3u8
五星体育,http://223.166.234.215:7777/tsfile/live/1030_1.m3u8
五星体育,http://223.166.234.19:7777/tsfile/live/1030_1.m3u8
五星体育,http://139.196.151.191:7549/rtp/239.45.3.210:5140
五星体育,http://60.164.128.167:8029/rtp/239.255.29.45:8231
五星体育,http://139.196.151.191:3970/rtp/239.45.3.210:5140
五星体育,http://222.70.243.41:23456/udp/239.45.3.210:5140
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty
